Row.names,Gene.stable.ID,Crab.eating.macaque.gene.stable.ID,Mouse.gene.stable.ID,Rat.gene.stable.ID,Dog.gene.stable.ID,Skin,Heart,Brain,Muscle,Spleen,Adipose,Thyroid,Colon,Lung,Liver,Pituitary,Adrenal,Human expression breadth,Chicken expression breadth,Brain expression constraint percentile,Heart expression constraint percentile,Liver expression constraint percentile,Lung expression constraint percentile,Muscle expression constraint percentile,Mean mammalian phyloP score
DERL1,ENSG00000136986,ENSMFAG00000044615,ENSMUSG00000022365,ENSRNOG00000005551,ENSCAFG00000000974,9,-6,0,-1,0,-6,0,0,0,6,0,-8,0.628049817,NA,0.838139951,0.907476431,0.801903755,0.963007018,0.658841651,4.90123
DERL2,ENSG00000072849,ENSMFAG00000042300,ENSMUSG00000018442,ENSRNOG00000055466,ENSCAFG00000032265,0,-1,0,0,0,-6,0,0,-6,-9,-6,-8,0.665047449,NA,NA,NA,0.548915918,0.609016296,0.651263093,5.29274
DES,ENSG00000175084,ENSMFAG00000036498,ENSMUSG00000026208,ENSRNOG00000019810,ENSCAFG00000015475,-6,-9,0,1,-8,-1,0,0,0,0,-8,-13,0.172752356,0.335582165,0.263246144,0.395198421,0.420729773,0.330141549,0.634504005,4.31955
DESI1,ENSG00000100418,ENSMFAG00000034617,ENSMUSG00000022472,ENSRNOG00000005577,ENSCAFG00000001046,0,6,-9,0,0,-6,0,11,0,-9,-11,-4,0.558192678,0.331065513,NA,NA,0.684294024,0.617461639,NA,4.58467
DESI2,ENSG00000121644,ENSMFAG00000032549,ENSMUSG00000026502,ENSRNOG00000004524,ENSCAFG00000015825,4,0,-9,0,-6,-9,9,11,0,-10,-11,-8,0.535297278,0.372652367,0.482226693,0.540670906,0.531253305,0.659926252,NA,4.75255
DET1,ENSG00000140543,ENSMFAG00000043815,ENSMUSG00000030610,ENSRNOG00000018515,ENSCAFG00000011510,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
DEXI,ENSG00000182108,ENSMFAG00000030259,ENSMUSG00000038055,ENSRNOG00000002635,ENSCAFG00000018923,-8,0,0,0,0,11,11,0,0,10,11,0,NA,NA,NA,NA,NA,NA,NA,1.95655
DFFA,ENSG00000160049,ENSMFAG00000033729,ENSMUSG00000028974,ENSRNOG00000013603,ENSCAFG00000016784,9,9,9,-6,0,-11,9,0,-6,0,-12,0,0.705320345,0.449944806,NA,NA,NA,NA,NA,1.8546
DFFB,ENSG00000169598,ENSMFAG00000001539,ENSMUSG00000029027,ENSRNOG00000025030,ENSCAFG00000019502,0,0,0,0,0,0,0,0,0,0,0,0,0.420020904,NA,0.674491393,0.511181758,0.708090957,NA,NA,2.35238
DGAT1,ENSG00000185000,ENSMFAG00000003899,ENSMUSG00000022555,ENSRNOG00000028711,ENSCAFG00000024926,0,0,0,0,0,0,0,10,0,0,0,0,0.454207558,NA,0.664878158,0.721223416,0.646641988,0.711252528,0.780406654,2.58697
DGAT2,ENSG00000062282,ENSMFAG00000042930,ENSMUSG00000030747,ENSRNOG00000016573,ENSCAFG00000005365,0,0,0,0,0,0,0,0,0,0,0,-8,0.259645426,NA,NA,0.178250384,0.571549445,0.167122636,0.204805915,4.36791
DGAT2L6,ENSG00000184210,ENSMFAG00000034189,ENSMUSG00000067597,ENSRNOG00000038046,ENSCAFG00000016773,4,0,0,0,0,0,0,0,0,0,0,0,0.239108497,NA,0.027610105,0.54034203,NA,0.195313429,0.342698706,2.57875
DGCR8,ENSG00000128191,ENSMFAG00000033708,ENSMUSG00000022718,ENSRNOG00000001886,ENSCAFG00000014196,0,0,0,0,1,0,0,0,0,0,0,0,0.658709088,NA,0.759221999,NA,0.971020624,0.844177471,0.939864449,4.90681
DGKA,ENSG00000065357,ENSMFAG00000042903,ENSMUSG00000025357,ENSRNOG00000022943,ENSCAFG00000000078,6,0,0,-10,0,1,-13,10,6,-9,-8,4,0.295918859,NA,NA,NA,NA,NA,NA,3.62608
DGKB,ENSG00000136267,ENSMFAG00000042148,ENSMUSG00000036095,ENSRNOG00000030771,ENSCAFG00000002402,-11,-11,0,0,-2,-11,6,-11,-13,-11,-11,-11,0.122556669,NA,0.852671585,0.260469195,0.116340561,0.178303794,0.281577326,4.62196
DGKD,ENSG00000077044,ENSMFAG00000002861,ENSMUSG00000070738,ENSRNOG00000023238,ENSCAFG00000011816,0,0,6,0,0,0,0,0,0,0,0,0,0.51033595,0.184255373,0.719427677,0.822297742,0.384981491,0.468062329,0.566974738,4.37197
DGKE,ENSG00000153933,ENSMFAG00000042785,ENSMUSG00000000276,ENSRNOG00000002338,ENSCAFG00000017384,0,0,0,0,0,11,0,0,0,0,-6,11,0.431975532,0.175637372,0.448468589,0.45965797,NA,0.411799691,0.169316081,4.28582
DGKG,ENSG00000058866,ENSMFAG00000042125,ENSMUSG00000022861,ENSRNOG00000001796,ENSCAFG00000013503,0,0,0,0,0,0,0,-11,0,0,0,-11,0.399633036,0.136629183,NA,0.377658408,0.302168165,NA,0.359211337,3.59365
DGKH,ENSG00000102780,ENSMFAG00000038026,ENSMUSG00000034731,ENSRNOG00000010065,ENSCAFG00000004733,0,0,-9,4,0,11,11,-11,13,0,0,11,0.390460811,0.292263874,0.430024592,0.291054593,0.572818614,0.34150113,0.454959951,4.56314
DGKI,ENSG00000157680,ENSMFAG00000002635,ENSMUSG00000038665,ENSRNOG00000026705,ENSCAFG00000003373,0,0,0,0,0,0,0,0,0,0,0,0,0.152691329,0.132078856,NA,0.162464372,0.019037546,0.102057809,0.466666667,NA
DGKK,ENSG00000274588,ENSMFAG00000038782,ENSMUSG00000062393,ENSRNOG00000039323,ENSCAFG00000016018,0,0,0,0,0,0,0,0,0,0,11,0,0.084650098,NA,NA,NA,0.294024326,NA,NA,NA
DGKQ,ENSG00000145214,ENSMFAG00000001042,ENSMUSG00000004815,ENSRNOG00000024112,ENSCAFG00000016708,0,0,0,0,0,0,0,10,0,0,0,0,0.445067322,0.320726007,0.964229823,0.789410217,NA,NA,NA,NA
DGKZ,ENSG00000149091,ENSMFAG00000032211,ENSMUSG00000040479,ENSRNOG00000017737,ENSCAFG00000009248,11,6,0,-6,11,9,0,-8,0,-9,0,-11,0.261652796,0.482609723,NA,0.631111598,0.843151772,0.60473415,0.52926679,3.97394
DGUOK,ENSG00000114956,ENSMFAG00000044799,ENSMUSG00000014554,ENSRNOG00000011617,ENSCAFG00000008747,0,0,0,0,0,0,0,0,0,0,0,9,0.550757598,NA,0.385647217,NA,0.509148599,0.503271084,NA,2.53867
DHCR24,ENSG00000116133,ENSMFAG00000031598,ENSMUSG00000034926,ENSRNOG00000006787,ENSCAFG00000018994,13,-6,6,-11,-6,-6,-11,0,-13,-11,0,-8,0.161122898,0.317087043,0.349988822,0.285573339,0.491485986,0.249553943,0.207701787,4.82533
DHCR7,ENSG00000172893,ENSMFAG00000003021,ENSMUSG00000058454,ENSRNOG00000020776,ENSCAFG00000010424,9,6,6,6,0,0,-9,0,-11,-9,0,-6,0.366514738,0.297768571,0.603286385,0.559087919,0.68239027,0.553586297,0.663770795,3.65033
DHDDS,ENSG00000117682,ENSMFAG00000033901,ENSMUSG00000012117,ENSRNOG00000014665,ENSCAFG00000028705,0,0,0,0,0,0,0,0,0,9,0,0,0.59069536,NA,NA,NA,0.797567425,0.519091233,0.670979667,NA
DHH,ENSG00000139549,ENSMFAG00000002800,ENSMUSG00000023000,ENSRNOG00000053675,ENSCAFG00000008694,0,0,0,0,0,0,0,0,0,0,0,0,0.35382956,NA,NA,NA,NA,NA,NA,3.06591
DHODH,ENSG00000102967,ENSMFAG00000043915,ENSMUSG00000031730,ENSRNOG00000015063,ENSCAFG00000020218,-8,0,0,0,0,-11,0,0,0,0,0,0,0.162166056,0.463689034,NA,NA,NA,NA,NA,3.7037
DHPS,ENSG00000095059,ENSMFAG00000001724,ENSMUSG00000060038,ENSRNOG00000004219,ENSCAFG00000017245,0,0,0,0,0,0,0,0,0,0,0,0,0.633585795,NA,0.834004024,0.399583425,0.32141724,0.283216367,0.188601356,3.78553
DHRS1,ENSG00000157379,ENSMFAG00000034466,ENSMUSG00000002332,ENSRNOG00000020264,ENSCAFG00000032262,0,0,0,0,0,6,0,0,0,0,0,0,0.377746711,NA,0.298345629,0.395088796,NA,0.509218508,0.294762785,NA
DHRS11,ENSG00000278535,ENSMFAG00000045716,ENSMUSG00000034449,ENSRNOG00000027891,ENSCAFG00000017845,6,6,0,0,0,0,0,10,0,-11,10,9,0.200545826,0.226644867,NA,NA,NA,NA,NA,NA
DHRS13,ENSG00000167536,ENSMFAG00000045337,ENSMUSG00000020834,ENSRNOG00000009673,ENSCAFG00000018824,6,0,0,0,0,-6,0,0,0,0,0,0,0.333892815,0.398950169,0.388888889,NA,NA,0.331271559,NA,2.34798
DHRS3,ENSG00000162496,ENSMFAG00000044134,ENSMUSG00000066026,ENSRNOG00000015736,ENSCAFG00000016376,-8,0,-6,0,6,11,0,-8,0,-8,11,11,0.382554637,NA,0.417281467,0.43290945,0.605922792,0.474485548,NA,NA
DHRS7B,ENSG00000109016,ENSMFAG00000027901,ENSMUSG00000042569,ENSRNOG00000005360,ENSCAFG00000018525,0,0,0,0,8,0,0,10,-6,0,0,0,0.708908977,0.240674483,0.648669797,0.894979171,0.784875727,0.874152492,0.834996919,2.98352
DHRS7C,ENSG00000184544,ENSMFAG00000044197,ENSMUSG00000033044,ENSRNOG00000026548,ENSCAFG00000017443,0,-9,0,6,0,0,0,0,0,0,0,0,0.103569126,NA,NA,0.43378645,0.079111581,NA,0.282316697,3.55377
DHRS9,ENSG00000073737,ENSMFAG00000034505,ENSMUSG00000027068,ENSRNOG00000058568,ENSCAFG00000012028,0,0,0,0,0,0,0,10,0,0,0,0,0.105002837,0.348612168,0.102727476,0.004056128,0.131570598,0.240632806,0.255945779,NA
DHRSX,ENSG00000169084,ENSMFAG00000024714,ENSMUSG00000063897,ENSRNOG00000028323,ENSCAFG00000011067,6,6,6,6,6,0,11,0,6,6,2,13,0.735474609,0.454278557,0.519002906,0.591756194,0.756742464,0.692993934,0.595563771,1.7412
DHX15,ENSG00000109606,ENSMFAG00000003532,ENSMUSG00000029169,ENSRNOG00000003844,ENSCAFG00000016505,4,0,-7,0,0,-11,9,11,10,0,-1,0,0.567099139,0.535189157,NA,0.908572681,0.977366473,0.956345902,0.997905114,5.33061
DHX16,ENSG00000204560,ENSMFAG00000003575,ENSMUSG00000024422,ENSRNOG00000030157,ENSCAFG00000000427,6,-6,0,-6,0,0,0,0,0,0,-1,0,0.537420361,NA,0.409344959,0.629905722,0.620835537,0.484120376,0.760443623,NA
DHX29,ENSG00000067248,ENSMFAG00000003740,ENSMUSG00000042426,ENSRNOG00000010369,ENSCAFG00000006710,4,0,-7,11,0,11,11,8,10,0,-6,-8,0.664390397,0.494597909,0.874245473,0.881933786,0.978212586,0.918520281,NA,NA
DHX30,ENSG00000132153,ENSMFAG00000033894,ENSMUSG00000032480,ENSRNOG00000029194,ENSCAFG00000013038,0,0,0,0,0,0,0,0,0,0,0,0,0.589174102,NA,0.974960876,0.988379741,0.992279217,0.910193886,0.942945163,3.73442
DHX32,ENSG00000089876,ENSMFAG00000045315,ENSMUSG00000030986,ENSRNOG00000018119,ENSCAFG00000012912,0,0,0,0,0,-1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
DHX33,ENSG00000005100,ENSMFAG00000042578,ENSMUSG00000040620,ENSRNOG00000007054,ENSCAFG00000015535,0,-6,-6,-6,0,0,0,0,0,0,-11,0,0.739949856,NA,0.698300917,0.482021487,0.504177684,0.505887951,0.638570548,3.9061
DHX34,ENSG00000134815,ENSMFAG00000032991,ENSMUSG00000006019,ENSRNOG00000047575,ENSCAFG00000004170,0,0,0,-6,6,-9,0,0,0,0,-8,8,0.4212265,NA,0.634920635,0.670357378,0.780645161,NA,0.91879236,3.06023
DHX35,ENSG00000101452,ENSMFAG00000031593,ENSMUSG00000027655,ENSRNOG00000015928,ENSCAFG00000009044,0,0,0,0,0,0,0,0,0,0,0,0,0.607002398,0.43406426,0.927341829,NA,0.889264939,0.960984894,0.769316081,4.72635
DHX36,ENSG00000174953,ENSMFAG00000032288,ENSMUSG00000027770,ENSRNOG00000014599,ENSCAFG00000008673,4,0,0,11,-1,-11,11,11,10,-10,-11,0,0.543536089,NA,0.851441985,0.970072353,0.979164463,0.978113477,0.895009242,4.03083
DHX37,ENSG00000150990,ENSMFAG00000037879,ENSMUSG00000029480,ENSRNOG00000022171,ENSCAFG00000006952,0,-6,0,-6,6,-13,0,-8,0,0,-11,0,0.546132558,0.277125415,0.837357478,0.858035519,0.989635114,0.68930653,0.760197166,3.21067
DHX38,ENSG00000140829,ENSMFAG00000031852,ENSMUSG00000037993,ENSRNOG00000014619,ENSCAFG00000020228,0,0,0,0,0,0,0,0,0,0,0,0,0.508811135,0.533094327,0.788844176,0.815062486,0.866208355,0.97549661,0.810289587,4.81835
DHX40,ENSG00000108406,ENSMFAG00000041526,ENSMUSG00000018425,ENSRNOG00000004549,ENSCAFG00000017625,8,0,-9,0,0,-11,0,-10,9,0,-11,-8,0.432954311,0.469783832,0.233959311,0.491997369,0.541089371,0.395741644,0.697104128,4.26582
DHX57,ENSG00000163214,ENSMFAG00000040122,ENSMUSG00000035051,ENSRNOG00000054272,ENSCAFG00000006228,0,0,0,0,0,0,0,0,0,0,0,0,0.436573155,NA,0.522803488,0.889497917,0.787837123,0.520280718,0.935736291,NA
DHX58,ENSG00000108771,ENSMFAG00000034530,ENSMUSG00000017830,ENSRNOG00000018247,ENSCAFG00000015720,-8,0,0,-4,1,11,-11,11,0,11,11,1,0.443768427,0.367334008,0.269953052,0.662025872,0.771549445,0.757939812,NA,2.45565
DHX8,ENSG00000067596,ENSMFAG00000044651,ENSMUSG00000034931,ENSRNOG00000020772,ENSCAFG00000014556,0,0,0,0,0,0,0,0,0,0,0,0,0.612155038,NA,0.993516655,0.995834247,0.9943945,0.868205067,0.957486137,5.01949
DHX9,ENSG00000135829,ENSMFAG00000041152,ENSMUSG00000042699,ENSRNOG00000002735,ENSCAFG00000013205,4,0,-7,0,0,11,9,10,10,0,0,0,0.691988509,NA,NA,0.95965797,0.919513485,0.914713929,0.936414048,4.23506
DIAPH1,ENSG00000131504,ENSMFAG00000042488,ENSMUSG00000024456,ENSRNOG00000019688,ENSCAFG00000006149,0,0,-6,-11,-8,1,0,10,6,-8,-11,13,0.60322937,NA,0.936507937,0.880837536,0.746589106,NA,0.538385705,3.22139
DIAPH2,ENSG00000147202,ENSMFAG00000044794,ENSMUSG00000034480,ENSRNOG00000057826,ENSCAFG00000017479,0,0,0,0,0,0,0,0,0,0,0,0,0.523262993,NA,0.474290186,0.581451436,NA,0.732722731,NA,4.10831
DIAPH3,ENSG00000139734,ENSMFAG00000045809,ENSMUSG00000022021,ENSRNOG00000008986,ENSCAFG00000004902,0,0,0,0,-11,11,11,0,10,11,-11,11,0.466976663,0.130196256,0.320590208,0.599758825,0.274986779,0.694659213,0.446703635,3.61326
DICER1,ENSG00000100697,ENSMFAG00000002987,ENSMUSG00000041415,ENSRNOG00000010711,ENSCAFG00000017701,4,0,-13,11,-11,-11,-11,11,0,9,-11,0,0.640052541,0.415593092,0.981220657,0.84641526,0.823796933,0.698941358,0.89254467,4.86124
DIDO1,ENSG00000101191,ENSMFAG00000000130,ENSMUSG00000038914,ENSRNOG00000009936,ENSCAFG00000012740,0,0,0,0,0,0,0,0,0,0,0,0,0.575727286,0.218787251,NA,NA,NA,NA,NA,2.03635
DIEXF,ENSG00000117597,ENSMFAG00000001353,ENSMUSG00000016181,ENSRNOG00000004789,ENSCAFG00000011997,8,0,0,0,-1,11,-11,0,0,0,-11,-11,0.592794465,0.421497602,0.578247261,0.563034422,0.720676891,0.510289045,0.70918053,3.4403
DIMT1,ENSG00000086189,ENSMFAG00000033475,ENSMUSG00000021692,ENSRNOG00000013596,ENSCAFG00000007211,8,0,0,0,0,-1,-11,0,0,-10,0,-11,0.686958846,0.484277817,NA,NA,0.704389212,0.732960628,0.547997535,4.44345
DIO2,ENSG00000211448,ENSMFAG00000032410,ENSMUSG00000007682,ENSRNOG00000057724,ENSCAFG00000032243,0,0,0,0,0,0,11,0,0,0,-8,0,0.143901214,NA,0.019002906,0.025652269,NA,0.056738432,0.056438694,4.33017
DIP2B,ENSG00000066084,ENSMFAG00000031797,ENSMUSG00000023026,ENSRNOG00000056106,ENSCAFG00000008039,0,0,6,0,0,-6,9,0,6,6,-11,0,0.427456387,NA,NA,NA,NA,NA,NA,4.66724
DIP2C,ENSG00000151240,ENSMFAG00000043149,ENSMUSG00000048264,ENSRNOG00000015288,ENSCAFG00000005624,-6,0,6,0,0,-6,13,-10,0,0,8,-4,0.551022665,0.442423578,0.987815784,0.956478842,0.851824432,NA,0.873813925,4.91611
DIRAS1,ENSG00000176490,ENSMFAG00000014700,ENSMUSG00000043670,ENSRNOG00000029738,ENSCAFG00000019384,0,0,0,0,0,0,0,0,0,0,0,0,0.158622476,0.113344602,0.408897831,NA,0.247435219,0.134054954,0.003820086,4.58303
DIRAS2,ENSG00000165023,ENSMFAG00000030619,ENSMUSG00000047842,ENSRNOG00000032328,ENSCAFG00000002172,0,0,0,0,0,0,0,0,0,0,-8,0,0.098669884,0.242213426,NA,NA,NA,NA,NA,4.86182
DIRC2,ENSG00000138463,ENSMFAG00000030019,ENSMUSG00000022848,ENSRNOG00000002240,ENSCAFG00000011989,6,6,0,0,0,-11,6,-8,0,0,8,8,0.536379301,NA,NA,0.650186363,0.505235325,0.700606637,NA,3.78316
DIS3,ENSG00000083520,ENSMFAG00000027055,ENSMUSG00000033166,ENSRNOG00000009125,ENSCAFG00000005016,4,0,0,10,0,-11,-11,0,10,-10,-11,-11,0.737065389,0.24623805,0.89391907,0.904626178,NA,0.704531938,NA,4.44532
DIS3L,ENSG00000166938,ENSMFAG00000035628,ENSMUSG00000032396,ENSRNOG00000010537,ENSCAFG00000017271,0,6,6,6,0,0,9,0,-6,0,-11,0,0.714974198,0.396671651,NA,NA,NA,NA,0.428342575,3.49429
DIS3L2,ENSG00000144535,ENSMFAG00000030972,ENSMUSG00000053333,ENSRNOG00000018931,ENSCAFG00000011170,0,0,0,0,0,0,0,0,0,8,0,0,0.552917955,0.293478751,0.944444444,0.789848717,0.773030143,0.924467705,0.934935305,3.14066
DISC1,ENSG00000162946,ENSMFAG00000042435,ENSMUSG00000043051,ENSRNOG00000019779,ENSCAFG00000011736,-11,0,-9,-1,0,6,0,-10,0,0,4,8,0.353976555,NA,0.277777778,0.548783162,NA,NA,0.406531115,1.00226
DISP1,ENSG00000154309,ENSMFAG00000033892,ENSMUSG00000030768,ENSRNOG00000003635,ENSCAFG00000011358,0,0,0,0,0,0,0,0,0,-9,0,0,0.381600154,NA,NA,0.507564131,0.51274458,0.4782919,NA,NA
DISP2,ENSG00000140323,ENSMFAG00000031712,ENSMUSG00000040035,ENSRNOG00000026787,ENSCAFG00000009083,0,0,0,0,0,0,0,0,0,0,0,0,0.185299669,NA,NA,0.204560403,0.229402433,0.066492209,0.294269871,2.77366
DIXDC1,ENSG00000150764,ENSMFAG00000043024,ENSMUSG00000032064,ENSRNOG00000010260,ENSCAFG00000014061,-6,-6,6,6,-2,-6,0,6,0,6,8,-13,0.500835567,0.215063187,0.687681645,NA,0.566367002,NA,NA,3.78678
DKK2,ENSG00000155011,ENSMFAG00000032422,ENSMUSG00000028031,ENSRNOG00000011360,ENSCAFG00000011087,0,0,0,0,0,0,0,0,0,0,0,0,0.227358356,0.291700926,NA,0.339837755,0.073823374,0.297728084,NA,4.49521
DKK3,ENSG00000050165,ENSMFAG00000043096,ENSMUSG00000030772,ENSRNOG00000016343,ENSCAFG00000007845,8,0,-6,0,11,-9,0,-10,0,-4,-11,-11,0.246884993,0.292906344,0.553208138,0.297632098,0.5132734,0.562745331,0.491065927,2.20155
DKKL1,ENSG00000104901,ENSMFAG00000033720,ENSMUSG00000030792,ENSRNOG00000020686,ENSCAFG00000003681,0,0,0,0,0,0,0,0,0,0,0,0,0.505819592,NA,NA,NA,NA,NA,NA,0.671499
DLAT,ENSG00000150768,ENSMFAG00000029892,ENSMUSG00000000168,ENSRNOG00000009994,ENSCAFG00000014016,0,0,0,0,0,-6,0,0,0,0,0,0,0.394591919,0.55740126,NA,NA,NA,NA,NA,3.99577
DLD,ENSG00000091140,ENSMFAG00000002432,ENSMUSG00000020664,ENSRNOG00000006364,ENSCAFG00000003837,0,6,0,6,0,-6,-11,10,0,0,-11,-8,0.468445849,0.565807848,NA,NA,NA,NA,NA,NA
DLEC1,ENSG00000008226,ENSMFAG00000043783,ENSMUSG00000038060,ENSRNOG00000032085,ENSCAFG00000004948,0,0,0,0,0,0,0,11,-11,0,4,0,0.152433188,0.13108245,NA,NA,NA,NA,NA,1.59658
DLG1,ENSG00000075711,ENSMFAG00000042848,ENSMUSG00000022770,ENSRNOG00000038597,ENSCAFG00000013275,0,-6,6,-13,0,9,0,0,0,0,-11,-1,0.651682248,0.422717632,0.805276101,0.81363736,0.81861449,0.850243844,0.773875539,NA
DLG2,ENSG00000150672,ENSMFAG00000043394,ENSMUSG00000052572,ENSRNOG00000022635,ENSCAFG00000004544,8,0,0,0,-12,0,0,6,6,0,-11,-8,0.20161616,NA,0.627654818,0.266937075,0.094658911,NA,0.304004929,4.73106
DLG4,ENSG00000132535,ENSMFAG00000032206,ENSMUSG00000020886,ENSRNOG00000018526,ENSCAFG00000015995,-9,0,0,0,11,6,-9,-11,0,0,0,-11,0.18680024,NA,0.832997988,0.523898268,0.663352723,0.804805519,0.52138016,NA
DLG5,ENSG00000151208,ENSMFAG00000032038,ENSMUSG00000021782,ENSRNOG00000005783,ENSCAFG00000015499,0,0,0,0,0,0,0,-10,0,0,0,0,0.392633791,NA,0.95841717,NA,0.570068747,NA,0.556993222,NA
DLGAP1,ENSG00000170579,ENSMFAG00000031490,ENSMUSG00000003279,ENSRNOG00000016196,ENSCAFG00000018531,0,0,0,0,0,0,0,0,0,0,0,0,0.100446053,NA,0.83501006,0.149747862,0.274775251,0.163554181,0.312261245,4.83836
DLGAP2,ENSG00000198010,ENSMFAG00000034180,ENSMUSG00000047495,ENSRNOG00000012573,ENSCAFG00000016291,0,0,0,0,0,0,0,0,0,0,0,0,0.175679102,NA,0.804940756,0.35978952,0.301110524,0.250743428,0.389279113,4.15001
DLGAP3,ENSG00000116544,ENSMFAG00000038442,ENSMUSG00000042388,ENSRNOG00000014302,ENSCAFG00000003602,0,0,0,0,0,0,0,0,0,0,12,0,0.100533877,NA,0.79588643,0.360885771,0.310946589,0.240989651,NA,3.76467
DLGAP5,ENSG00000126787,ENSMFAG00000035988,ENSMUSG00000037544,ENSRNOG00000010721,ENSCAFG00000015026,9,0,0,0,8,0,0,11,0,0,0,0,0.232463467,0.140267017,NA,NA,NA,NA,NA,1.25171
DLK1,ENSG00000185559,ENSMFAG00000035336,ENSMUSG00000040856,ENSRNOG00000019584,ENSCAFG00000017925,0,0,0,0,0,0,0,0,0,0,0,0,0.126199366,0.113198113,NA,0.011620259,0.01427816,NA,0.030683919,2.7091
DLK2,ENSG00000171462,ENSMFAG00000000134,ENSMUSG00000047428,ENSRNOG00000018949,ENSCAFG00000001858,0,0,0,0,0,0,-9,0,0,0,-11,0,NA,NA,NA,NA,NA,NA,NA,3.01951
DLL1,ENSG00000198719,ENSMFAG00000002701,ENSMUSG00000014773,ENSRNOG00000059984,ENSCAFG00000004094,-9,6,0,6,0,6,0,0,6,0,10,0,0.231340006,0.280626561,0.644645652,0.621464591,0.391750397,NA,NA,3.65246
DLL3,ENSG00000090932,ENSMFAG00000046282,ENSMUSG00000003436,ENSRNOG00000019338,ENSCAFG00000005441,0,0,0,0,0,0,0,0,0,0,0,0,0.153932617,NA,0.226469931,0.182745012,0.333897409,NA,NA,1.87378
DLL4,ENSG00000128917,ENSMFAG00000036797,ENSMUSG00000027314,ENSRNOG00000014011,ENSCAFG00000009401,11,11,11,-11,0,11,11,4,11,11,11,13,0.409172548,0.189270206,0.402079142,0.701764964,0.511052353,0.89806114,0.806777572,3.97164
DLST,ENSG00000119689,ENSMFAG00000030177,ENSMUSG00000004789,ENSRNOG00000005061,ENSCAFG00000016989,-6,6,0,0,0,-6,-11,0,0,8,0,0,0.688547495,0.424529163,NA,NA,NA,NA,NA,4.48902
DLX1,ENSG00000144355,ENSMFAG00000039931,ENSMUSG00000041911,ENSRNOG00000001520,ENSCAFG00000012935,0,0,0,0,0,0,0,0,0,0,0,0,0.10996442,0.380694417,0.423876593,0.256084192,0.459016393,0.511359581,0.828958718,5.12317
DLX2,ENSG00000115844,ENSMFAG00000045147,ENSMUSG00000023391,ENSRNOG00000001519,ENSCAFG00000012946,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.42149
DLX3,ENSG00000064195,ENSMFAG00000032276,ENSMUSG00000001510,ENSRNOG00000004278,ENSCAFG00000016977,0,0,0,0,0,0,0,0,0,0,0,0,0.090063168,NA,0.159959759,0.411751809,0.792702274,0.365528726,0.486752927,3.84849
DLX5,ENSG00000105880,ENSMFAG00000035900,ENSMUSG00000029755,ENSRNOG00000010905,ENSCAFG00000002191,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.743
DLX6,ENSG00000006377,ENSMFAG00000003607,ENSMUSG00000029754,ENSRNOG00000010822,ENSCAFG00000002187,0,0,12,0,0,0,0,0,0,0,0,0,0.217087901,0.125687098,0.539347194,0.261236571,0.346060286,0.251695016,0.151201479,4.33854
DMAP1,ENSG00000178028,ENSMFAG00000030571,ENSMUSG00000009640,ENSRNOG00000019407,ENSCAFG00000004811,0,0,0,0,0,0,0,0,0,0,10,0,0.626089383,0.330964258,0.790185558,0.552291164,0.748492861,0.781610563,0.497350585,4.89497
DMBT1,ENSG00000187908,ENSMFAG00000003903,ENSMUSG00000047517,ENSRNOG00000020560,ENSCAFG00000012561,0,0,0,0,0,0,0,0,0,0,0,0,0.157105285,NA,0.075899844,NA,0.001903755,0.034495064,NA,0.665797
DMC1,ENSG00000100206,ENSMFAG00000045466,ENSMUSG00000022429,ENSRNOG00000013807,ENSCAFG00000001391,0,0,0,0,0,0,0,0,0,0,0,0,0.656755709,0.139454919,0.205007825,0.123657093,0.032681121,0.106815749,0.288724584,5.15695
DMGDH,ENSG00000132837,ENSMFAG00000024245,ENSMUSG00000042102,ENSRNOG00000023588,ENSCAFG00000009138,0,0,0,0,0,0,0,0,0,0,0,0,0.119947876,0.204657864,0.10295104,0.098114449,0.576414595,NA,0.116451017,NA
DMPK,ENSG00000104936,ENSMFAG00000037913,ENSMUSG00000030409,ENSRNOG00000015085,ENSCAFG00000004392,0,0,13,-11,11,11,11,0,11,-1,11,13,NA,NA,NA,NA,NA,NA,NA,NA
DMRT2,ENSG00000173253,ENSMFAG00000040812,ENSMUSG00000048138,ENSRNOG00000016301,ENSCAFG00000001988,0,0,0,11,0,-13,0,0,0,0,0,0,0.322684042,0.159780195,0.061591773,0.153255865,0.135060814,0.244082312,0.385212569,3.20788
DMRTA1,ENSG00000176399,ENSMFAG00000001592,ENSMUSG00000043753,ENSRNOG00000024093,ENSCAFG00000001681,0,0,0,0,0,0,0,0,0,0,-1,0,NA,NA,NA,NA,NA,NA,NA,1.77975
DMRTA2,ENSG00000142700,ENSMFAG00000039805,ENSMUSG00000047143,ENSRNOG00000008105,ENSCAFG00000030863,0,0,0,0,0,0,0,0,0,0,-8,0,NA,NA,NA,NA,NA,NA,NA,2.84326
